#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.377512E-03   0.190747E+08   0.190747E+08   0.123500E+08   0.123403E+08   0.000000E+00   0.190747E+08   0.190747E+08   0.190782E+08  -0.470143E+00   0.996508E+07   0.996508E+07   0.197811E+00
   0.381306E-03   0.190741E+08   0.190741E+08   0.121663E+08   0.121566E+08   0.000000E+00   0.190741E+08   0.190741E+08   0.190775E+08  -0.470125E+00   0.996475E+07   0.996475E+07   0.199689E+00
   0.385139E-03   0.190734E+08   0.190734E+08   0.119815E+08   0.119718E+08   0.000000E+00   0.190734E+08   0.190734E+08   0.190768E+08  -0.470107E+00   0.996441E+07   0.996441E+07   0.201584E+00
   0.389009E-03   0.190728E+08   0.190728E+08   0.117957E+08   0.117861E+08   0.000000E+00   0.190728E+08   0.190728E+08   0.190761E+08  -0.470088E+00   0.996407E+07   0.996407E+07   0.203494E+00
   0.392919E-03   0.190721E+08   0.190721E+08   0.116090E+08   0.115995E+08   0.000000E+00   0.190721E+08   0.190721E+08   0.190754E+08  -0.470070E+00   0.996373E+07   0.996373E+07   0.205420E+00
   0.396868E-03   0.190715E+08   0.190715E+08   0.114214E+08   0.114120E+08   0.000000E+00   0.190715E+08   0.190715E+08   0.190747E+08  -0.470050E+00   0.996337E+07   0.996337E+07   0.207363E+00
   0.400856E-03   0.190708E+08   0.190708E+08   0.112331E+08   0.112237E+08   0.000000E+00   0.190708E+08   0.190708E+08   0.190740E+08  -0.470031E+00   0.996302E+07   0.996301E+07   0.209323E+00
   0.404885E-03   0.190701E+08   0.190701E+08   0.110440E+08   0.110347E+08   0.000000E+00   0.190701E+08   0.190701E+08   0.190732E+08  -0.470011E+00   0.996265E+07   0.996265E+07   0.211298E+00
   0.408954E-03   0.190694E+08   0.190694E+08   0.108542E+08   0.108450E+08   0.000000E+00   0.190694E+08   0.190694E+08   0.190725E+08  -0.469991E+00   0.996228E+07   0.996228E+07   0.213290E+00
   0.413064E-03   0.190687E+08   0.190687E+08   0.106638E+08   0.106547E+08   0.000000E+00   0.190687E+08   0.190687E+08   0.190717E+08  -0.469970E+00   0.996190E+07   0.996190E+07   0.215301E+00
   0.417216E-03   0.190680E+08   0.190680E+08   0.104729E+08   0.104639E+08   0.000000E+00   0.190680E+08   0.190680E+08   0.190709E+08  -0.469949E+00   0.996151E+07   0.996151E+07   0.217326E+00
   0.421409E-03   0.190672E+08   0.190672E+08   0.102815E+08   0.102726E+08   0.000000E+00   0.190672E+08   0.190672E+08   0.190701E+08  -0.469928E+00   0.996112E+07   0.996112E+07   0.219369E+00
   0.425644E-03   0.190665E+08   0.190665E+08   0.100897E+08   0.100809E+08   0.000000E+00   0.190665E+08   0.190665E+08   0.190693E+08  -0.469906E+00   0.996071E+07   0.996071E+07   0.221429E+00
   0.429922E-03   0.190657E+08   0.190657E+08   0.989765E+07   0.988898E+07   0.000000E+00   0.190657E+08   0.190657E+08   0.190685E+08  -0.469884E+00   0.996030E+07   0.996030E+07   0.223506E+00
   0.434243E-03   0.190649E+08   0.190649E+08   0.970535E+07   0.969682E+07   0.000000E+00   0.190649E+08   0.190649E+08   0.190677E+08  -0.469862E+00   0.995989E+07   0.995989E+07   0.225600E+00
   0.438607E-03   0.190641E+08   0.190641E+08   0.951291E+07   0.950452E+07   0.000000E+00   0.190641E+08   0.190641E+08   0.190668E+08  -0.469839E+00   0.995946E+07   0.995946E+07   0.227711E+00
   0.443015E-03   0.190633E+08   0.190633E+08   0.932041E+07   0.931217E+07   0.000000E+00   0.190633E+08   0.190633E+08   0.190659E+08  -0.469816E+00   0.995903E+07   0.995903E+07   0.229840E+00
   0.447467E-03   0.190625E+08   0.190625E+08   0.912794E+07   0.911986E+07   0.000000E+00   0.190625E+08   0.190625E+08   0.190651E+08  -0.469793E+00   0.995860E+07   0.995860E+07   0.231986E+00
   0.451964E-03   0.190616E+08   0.190616E+08   0.893560E+07   0.892768E+07   0.000000E+00   0.190616E+08   0.190616E+08   0.190642E+08  -0.469769E+00   0.995815E+07   0.995815E+07   0.234150E+00
   0.456507E-03   0.190608E+08   0.190608E+08   0.874347E+07   0.873572E+07   0.000000E+00   0.190608E+08   0.190608E+08   0.190633E+08  -0.469745E+00   0.995769E+07   0.995769E+07   0.236332E+00
   0.461095E-03   0.190599E+08   0.190599E+08   0.855164E+07   0.854408E+07   0.000000E+00   0.190599E+08   0.190599E+08   0.190623E+08  -0.469720E+00   0.995723E+07   0.995723E+07   0.238531E+00
   0.465729E-03   0.190590E+08   0.190590E+08   0.836022E+07   0.835285E+07   0.000000E+00   0.190590E+08   0.190590E+08   0.190614E+08  -0.469695E+00   0.995676E+07   0.995676E+07   0.240748E+00
   0.470409E-03   0.190581E+08   0.190581E+08   0.816931E+07   0.816213E+07   0.000000E+00   0.190581E+08   0.190581E+08   0.190604E+08  -0.469670E+00   0.995628E+07   0.995628E+07   0.242983E+00
   0.475137E-03   0.190572E+08   0.190572E+08   0.797900E+07   0.797203E+07   0.000000E+00   0.190572E+08   0.190572E+08   0.190595E+08  -0.469644E+00   0.995579E+07   0.995579E+07   0.245236E+00
   0.479912E-03   0.190563E+08   0.190562E+08   0.778940E+07   0.778264E+07   0.000000E+00   0.190563E+08   0.190563E+08   0.190585E+08  -0.469617E+00   0.995529E+07   0.995529E+07   0.247508E+00
   0.484735E-03   0.190553E+08   0.190553E+08   0.760061E+07   0.759407E+07   0.000000E+00   0.190553E+08   0.190553E+08   0.190575E+08  -0.469591E+00   0.995478E+07   0.995478E+07   0.249797E+00
   0.489607E-03   0.190543E+08   0.190543E+08   0.741274E+07   0.740643E+07   0.000000E+00   0.190543E+08   0.190543E+08   0.190564E+08  -0.469564E+00   0.995427E+07   0.995427E+07   0.252105E+00
   0.494528E-03   0.190534E+08   0.190533E+08   0.722589E+07   0.721982E+07   0.000000E+00   0.190534E+08   0.190534E+08   0.190554E+08  -0.469536E+00   0.995374E+07   0.995374E+07   0.254432E+00
   0.499498E-03   0.190523E+08   0.190523E+08   0.704018E+07   0.703435E+07   0.000000E+00   0.190523E+08   0.190523E+08   0.190543E+08  -0.469508E+00   0.995321E+07   0.995321E+07   0.256777E+00
   0.504518E-03   0.190513E+08   0.190513E+08   0.685570E+07   0.685013E+07   0.000000E+00   0.190513E+08   0.190513E+08   0.190533E+08  -0.469480E+00   0.995266E+07   0.995266E+07   0.259141E+00
   0.509588E-03   0.190503E+08   0.190503E+08   0.667259E+07   0.666727E+07   0.000000E+00   0.190503E+08   0.190503E+08   0.190522E+08  -0.469451E+00   0.995211E+07   0.995211E+07   0.261523E+00
   0.514710E-03   0.190492E+08   0.190492E+08   0.649094E+07   0.648589E+07   0.000000E+00   0.190492E+08   0.190492E+08   0.190511E+08  -0.469421E+00   0.995155E+07   0.995155E+07   0.263925E+00
   0.519883E-03   0.190481E+08   0.190481E+08   0.631087E+07   0.630609E+07   0.000000E+00   0.190481E+08   0.190481E+08   0.190499E+08  -0.469392E+00   0.995097E+07   0.995097E+07   0.266345E+00
   0.525108E-03   0.190470E+08   0.190470E+08   0.613250E+07   0.612799E+07   0.000000E+00   0.190470E+08   0.190470E+08   0.190488E+08  -0.469361E+00   0.995039E+07   0.995039E+07   0.268785E+00
   0.530385E-03   0.190459E+08   0.190459E+08   0.595593E+07   0.595170E+07   0.000000E+00   0.190459E+08   0.190459E+08   0.190476E+08  -0.469330E+00   0.994980E+07   0.994980E+07   0.271244E+00
   0.535715E-03   0.190448E+08   0.190448E+08   0.578128E+07   0.577734E+07   0.000000E+00   0.190448E+08   0.190448E+08   0.190464E+08  -0.469299E+00   0.994919E+07   0.994919E+07   0.273722E+00
   0.541100E-03   0.190436E+08   0.190436E+08   0.560866E+07   0.560501E+07   0.000000E+00   0.190436E+08   0.190436E+08   0.190452E+08  -0.469268E+00   0.994858E+07   0.994858E+07   0.276219E+00
   0.546538E-03   0.190425E+08   0.190424E+08   0.543819E+07   0.543483E+07   0.000000E+00   0.190425E+08   0.190425E+08   0.190440E+08  -0.469235E+00   0.994795E+07   0.994795E+07   0.278736E+00
   0.552031E-03   0.190413E+08   0.190412E+08   0.526997E+07   0.526692E+07   0.000000E+00   0.190413E+08   0.190413E+08   0.190428E+08  -0.469203E+00   0.994732E+07   0.994732E+07   0.281273E+00
   0.557579E-03   0.190400E+08   0.190400E+08   0.510413E+07   0.510138E+07   0.000000E+00   0.190400E+08   0.190400E+08   0.190415E+08  -0.469169E+00   0.994667E+07   0.994667E+07   0.283829E+00
   0.563182E-03   0.190388E+08   0.190388E+08   0.494076E+07   0.493832E+07   0.000000E+00   0.190388E+08   0.190388E+08   0.190402E+08  -0.469136E+00   0.994601E+07   0.994601E+07   0.286406E+00
   0.568842E-03   0.190375E+08   0.190375E+08   0.477999E+07   0.477785E+07   0.000000E+00   0.190375E+08   0.190375E+08   0.190389E+08  -0.469102E+00   0.994534E+07   0.994534E+07   0.289002E+00
   0.574559E-03   0.190363E+08   0.190362E+08   0.462191E+07   0.462008E+07   0.000000E+00   0.190363E+08   0.190363E+08   0.190376E+08  -0.469067E+00   0.994466E+07   0.994466E+07   0.291618E+00
   0.580334E-03   0.190350E+08   0.190349E+08   0.446663E+07   0.446511E+07   0.000000E+00   0.190350E+08   0.190350E+08   0.190362E+08  -0.469032E+00   0.994397E+07   0.994397E+07   0.294255E+00
   0.586166E-03   0.190336E+08   0.190336E+08   0.431426E+07   0.431305E+07   0.000000E+00   0.190336E+08   0.190336E+08   0.190348E+08  -0.468996E+00   0.994326E+07   0.994326E+07   0.296912E+00
   0.592057E-03   0.190323E+08   0.190322E+08   0.416488E+07   0.416399E+07   0.000000E+00   0.190323E+08   0.190323E+08   0.190335E+08  -0.468959E+00   0.994255E+07   0.994255E+07   0.299589E+00
   0.598007E-03   0.190309E+08   0.190309E+08   0.401861E+07   0.401803E+07   0.000000E+00   0.190309E+08   0.190309E+08   0.190320E+08  -0.468923E+00   0.994182E+07   0.994182E+07   0.302287E+00
   0.604018E-03   0.190295E+08   0.190295E+08   0.387553E+07   0.387525E+07   0.000000E+00   0.190295E+08   0.190295E+08   0.190306E+08  -0.468885E+00   0.994108E+07   0.994108E+07   0.305006E+00
   0.610088E-03   0.190281E+08   0.190281E+08   0.373574E+07   0.373577E+07   0.000000E+00   0.190281E+08   0.190281E+08   0.190292E+08  -0.468847E+00   0.994032E+07   0.994032E+07   0.307745E+00
   0.616220E-03   0.190267E+08   0.190266E+08   0.359931E+07   0.359964E+07   0.000000E+00   0.190266E+08   0.190266E+08   0.190277E+08  -0.468809E+00   0.993956E+07   0.993956E+07   0.310506E+00
   0.622413E-03   0.190252E+08   0.190251E+08   0.346634E+07   0.346697E+07   0.000000E+00   0.190252E+08   0.190252E+08   0.190262E+08  -0.468769E+00   0.993878E+07   0.993878E+07   0.313287E+00
   0.628668E-03   0.190237E+08   0.190236E+08   0.333689E+07   0.333781E+07   0.000000E+00   0.190237E+08   0.190237E+08   0.190246E+08  -0.468730E+00   0.993798E+07   0.993798E+07   0.316090E+00
   0.634986E-03   0.190222E+08   0.190221E+08   0.321104E+07   0.321225E+07   0.000000E+00   0.190222E+08   0.190222E+08   0.190231E+08  -0.468689E+00   0.993718E+07   0.993718E+07   0.318914E+00
   0.641368E-03   0.190206E+08   0.190206E+08   0.308886E+07   0.309035E+07   0.000000E+00   0.190206E+08   0.190206E+08   0.190215E+08  -0.468649E+00   0.993636E+07   0.993636E+07   0.321760E+00
   0.647814E-03   0.190191E+08   0.190190E+08   0.297040E+07   0.297217E+07   0.000000E+00   0.190191E+08   0.190191E+08   0.190199E+08  -0.468607E+00   0.993553E+07   0.993553E+07   0.324627E+00
   0.654324E-03   0.190175E+08   0.190174E+08   0.285572E+07   0.285776E+07   0.000000E+00   0.190175E+08   0.190175E+08   0.190183E+08  -0.468565E+00   0.993468E+07   0.993468E+07   0.327516E+00
   0.660901E-03   0.190158E+08   0.190158E+08   0.274487E+07   0.274716E+07   0.000000E+00   0.190158E+08   0.190158E+08   0.190166E+08  -0.468522E+00   0.993382E+07   0.993382E+07   0.330427E+00
   0.667543E-03   0.190142E+08   0.190142E+08   0.263790E+07   0.264043E+07   0.000000E+00   0.190142E+08   0.190142E+08   0.190149E+08  -0.468479E+00   0.993294E+07   0.993294E+07   0.333360E+00
   0.674252E-03   0.190125E+08   0.190125E+08   0.253482E+07   0.253758E+07   0.000000E+00   0.190125E+08   0.190125E+08   0.190132E+08  -0.468435E+00   0.993206E+07   0.993206E+07   0.336315E+00
   0.681028E-03   0.190108E+08   0.190108E+08   0.243567E+07   0.243865E+07   0.000000E+00   0.190108E+08   0.190108E+08   0.190115E+08  -0.468390E+00   0.993115E+07   0.993115E+07   0.339293E+00
   0.687873E-03   0.190091E+08   0.190090E+08   0.234046E+07   0.234366E+07   0.000000E+00   0.190091E+08   0.190091E+08   0.190097E+08  -0.468345E+00   0.993023E+07   0.993023E+07   0.342293E+00
   0.694786E-03   0.190073E+08   0.190073E+08   0.224922E+07   0.225261E+07   0.000000E+00   0.190073E+08   0.190073E+08   0.190080E+08  -0.468299E+00   0.992930E+07   0.992930E+07   0.345316E+00
   0.701768E-03   0.190055E+08   0.190055E+08   0.216193E+07   0.216550E+07   0.000000E+00   0.190055E+08   0.190055E+08   0.190061E+08  -0.468253E+00   0.992835E+07   0.992835E+07   0.348361E+00
   0.708821E-03   0.190037E+08   0.190037E+08   0.207860E+07   0.208233E+07   0.000000E+00   0.190037E+08   0.190037E+08   0.190043E+08  -0.468205E+00   0.992739E+07   0.992739E+07   0.351430E+00
   0.715945E-03   0.190019E+08   0.190018E+08   0.199920E+07   0.200307E+07   0.000000E+00   0.190019E+08   0.190019E+08   0.190024E+08  -0.468157E+00   0.992641E+07   0.992641E+07   0.354522E+00
   0.723140E-03   0.190000E+08   0.189999E+08   0.192371E+07   0.192772E+07   0.000000E+00   0.190000E+08   0.190000E+08   0.190005E+08  -0.468109E+00   0.992541E+07   0.992541E+07   0.357637E+00
   0.730408E-03   0.189981E+08   0.189980E+08   0.185211E+07   0.185622E+07   0.000000E+00   0.189981E+08   0.189981E+08   0.189986E+08  -0.468059E+00   0.992440E+07   0.992440E+07   0.360776E+00
   0.737749E-03   0.189962E+08   0.189961E+08   0.178434E+07   0.178854E+07   0.000000E+00   0.189961E+08   0.189961E+08   0.189967E+08  -0.468009E+00   0.992337E+07   0.992337E+07   0.363938E+00
   0.745163E-03   0.189942E+08   0.189941E+08   0.172035E+07   0.172463E+07   0.000000E+00   0.189942E+08   0.189942E+08   0.189947E+08  -0.467959E+00   0.992233E+07   0.992233E+07   0.367124E+00
   0.752652E-03   0.189922E+08   0.189921E+08   0.166009E+07   0.166442E+07   0.000000E+00   0.189922E+08   0.189922E+08   0.189926E+08  -0.467907E+00   0.992127E+07   0.992127E+07   0.370335E+00
   0.760217E-03   0.189902E+08   0.189901E+08   0.160347E+07   0.160783E+07   0.000000E+00   0.189901E+08   0.189901E+08   0.189906E+08  -0.467855E+00   0.992019E+07   0.992019E+07   0.373569E+00
   0.767857E-03   0.189881E+08   0.189880E+08   0.155043E+07   0.155480E+07   0.000000E+00   0.189881E+08   0.189881E+08   0.189885E+08  -0.467802E+00   0.991910E+07   0.991910E+07   0.376828E+00
   0.775574E-03   0.189860E+08   0.189859E+08   0.150087E+07   0.150523E+07   0.000000E+00   0.189860E+08   0.189860E+08   0.189864E+08  -0.467748E+00   0.991799E+07   0.991799E+07   0.380112E+00
   0.783368E-03   0.189839E+08   0.189838E+08   0.145469E+07   0.145901E+07   0.000000E+00   0.189838E+08   0.189838E+08   0.189843E+08  -0.467694E+00   0.991686E+07   0.991686E+07   0.383420E+00
   0.791242E-03   0.189817E+08   0.189816E+08   0.141178E+07   0.141605E+07   0.000000E+00   0.189817E+08   0.189817E+08   0.189821E+08  -0.467639E+00   0.991571E+07   0.991571E+07   0.386754E+00
   0.799193E-03   0.189795E+08   0.189794E+08   0.137203E+07   0.137622E+07   0.000000E+00   0.189795E+08   0.189795E+08   0.189799E+08  -0.467583E+00   0.991455E+07   0.991455E+07   0.390113E+00
   0.807226E-03   0.189773E+08   0.189772E+08   0.133531E+07   0.133940E+07   0.000000E+00   0.189772E+08   0.189772E+08   0.189776E+08  -0.467526E+00   0.991336E+07   0.991336E+07   0.393497E+00
   0.815339E-03   0.189750E+08   0.189749E+08   0.130149E+07   0.130546E+07   0.000000E+00   0.189750E+08   0.189750E+08   0.189753E+08  -0.467468E+00   0.991216E+07   0.991216E+07   0.396907E+00
   0.823533E-03   0.189727E+08   0.189726E+08   0.127042E+07   0.127425E+07   0.000000E+00   0.189727E+08   0.189727E+08   0.189730E+08  -0.467410E+00   0.991094E+07   0.991094E+07   0.400342E+00
   0.831810E-03   0.189703E+08   0.189703E+08   0.124197E+07   0.124563E+07   0.000000E+00   0.189703E+08   0.189703E+08   0.189707E+08  -0.467350E+00   0.990971E+07   0.990970E+07   0.403804E+00
   0.840169E-03   0.189680E+08   0.189679E+08   0.121596E+07   0.121944E+07   0.000000E+00   0.189680E+08   0.189680E+08   0.189683E+08  -0.467290E+00   0.990845E+07   0.990845E+07   0.407292E+00
   0.848613E-03   0.189656E+08   0.189655E+08   0.119225E+07   0.119552E+07   0.000000E+00   0.189655E+08   0.189655E+08   0.189659E+08  -0.467229E+00   0.990717E+07   0.990717E+07   0.410807E+00
   0.857142E-03   0.189631E+08   0.189630E+08   0.117066E+07   0.117371E+07   0.000000E+00   0.189631E+08   0.189631E+08   0.189634E+08  -0.467167E+00   0.990588E+07   0.990588E+07   0.414348E+00
   0.865756E-03   0.189606E+08   0.189605E+08   0.115103E+07   0.115382E+07   0.000000E+00   0.189606E+08   0.189606E+08   0.189609E+08  -0.467105E+00   0.990456E+07   0.990456E+07   0.417916E+00
   0.874457E-03   0.189581E+08   0.189580E+08   0.113317E+07   0.113570E+07   0.000000E+00   0.189581E+08   0.189581E+08   0.189584E+08  -0.467041E+00   0.990322E+07   0.990322E+07   0.421512E+00
   0.883246E-03   0.189555E+08   0.189554E+08   0.111690E+07   0.111916E+07   0.000000E+00   0.189555E+08   0.189555E+08   0.189558E+08  -0.466976E+00   0.990187E+07   0.990187E+07   0.425134E+00
   0.892122E-03   0.189529E+08   0.189528E+08   0.110206E+07   0.110402E+07   0.000000E+00   0.189529E+08   0.189529E+08   0.189532E+08  -0.466911E+00   0.990049E+07   0.990049E+07   0.428785E+00
   0.901088E-03   0.189503E+08   0.189502E+08   0.108844E+07   0.109010E+07   0.000000E+00   0.189502E+08   0.189502E+08   0.189506E+08  -0.466845E+00   0.989910E+07   0.989909E+07   0.432463E+00
   0.910144E-03   0.189476E+08   0.189475E+08   0.107588E+07   0.107721E+07   0.000000E+00   0.189476E+08   0.189476E+08   0.189479E+08  -0.466777E+00   0.989768E+07   0.989768E+07   0.436169E+00
   0.919292E-03   0.189449E+08   0.189448E+08   0.106419E+07   0.106518E+07   0.000000E+00   0.189448E+08   0.189448E+08   0.189451E+08  -0.466709E+00   0.989624E+07   0.989624E+07   0.439904E+00
   0.928530E-03   0.189421E+08   0.189420E+08   0.105318E+07   0.105384E+07   0.000000E+00   0.189421E+08   0.189421E+08   0.189424E+08  -0.466640E+00   0.989478E+07   0.989477E+07   0.443668E+00
   0.937863E-03   0.189393E+08   0.189392E+08   0.104268E+07   0.104299E+07   0.000000E+00   0.189393E+08   0.189393E+08   0.189396E+08  -0.466569E+00   0.989329E+07   0.989329E+07   0.447460E+00
   0.947288E-03   0.189364E+08   0.189363E+08   0.103252E+07   0.103247E+07   0.000000E+00   0.189364E+08   0.189364E+08   0.189367E+08  -0.466498E+00   0.989179E+07   0.989179E+07   0.451281E+00
   0.956809E-03   0.189335E+08   0.189334E+08   0.102252E+07   0.102211E+07   0.000000E+00   0.189335E+08   0.189335E+08   0.189338E+08  -0.466426E+00   0.989026E+07   0.989026E+07   0.455132E+00
   0.966424E-03   0.189306E+08   0.189305E+08   0.101252E+07   0.101176E+07   0.000000E+00   0.189306E+08   0.189306E+08   0.189309E+08  -0.466352E+00   0.988871E+07   0.988871E+07   0.459012E+00
   0.976137E-03   0.189276E+08   0.189275E+08   0.100238E+07   0.100125E+07   0.000000E+00   0.189276E+08   0.189276E+08   0.189279E+08  -0.466278E+00   0.988714E+07   0.988714E+07   0.462922E+00
   0.985948E-03   0.189246E+08   0.189245E+08   0.991930E+06   0.990453E+06   0.000000E+00   0.189246E+08   0.189246E+08   0.189248E+08  -0.466202E+00   0.988554E+07   0.988554E+07   0.466862E+00
   0.995857E-03   0.189215E+08   0.189214E+08   0.981046E+06   0.979219E+06   0.000000E+00   0.189215E+08   0.189215E+08   0.189218E+08  -0.466126E+00   0.988392E+07   0.988392E+07   0.470832E+00
   0.100587E-02   0.189184E+08   0.189183E+08   0.969600E+06   0.967430E+06   0.000000E+00   0.189184E+08   0.189184E+08   0.189186E+08  -0.466048E+00   0.988228E+07   0.988228E+07   0.474833E+00
   0.101597E-02   0.189152E+08   0.189151E+08   0.957475E+06   0.954971E+06   0.000000E+00   0.189152E+08   0.189152E+08   0.189155E+08  -0.465969E+00   0.988061E+07   0.988061E+07   0.478865E+00
   0.102618E-02   0.189120E+08   0.189119E+08   0.944570E+06   0.941743E+06   0.000000E+00   0.189120E+08   0.189120E+08   0.189122E+08  -0.465890E+00   0.987892E+07   0.987892E+07   0.482928E+00
   0.103650E-02   0.189087E+08   0.189086E+08   0.930794E+06   0.927658E+06   0.000000E+00   0.189087E+08   0.189087E+08   0.189090E+08  -0.465809E+00   0.987721E+07   0.987720E+07   0.487022E+00
   0.104692E-02   0.189054E+08   0.189053E+08   0.916074E+06   0.912643E+06   0.000000E+00   0.189054E+08   0.189054E+08   0.189057E+08  -0.465726E+00   0.987547E+07   0.987546E+07   0.491147E+00
   0.105744E-02   0.189021E+08   0.189019E+08   0.900352E+06   0.896643E+06   0.000000E+00   0.189021E+08   0.189021E+08   0.189023E+08  -0.465643E+00   0.987370E+07   0.987370E+07   0.495305E+00
   0.106806E-02   0.188987E+08   0.188985E+08   0.883581E+06   0.879614E+06   0.000000E+00   0.188986E+08   0.188986E+08   0.188989E+08  -0.465558E+00   0.987191E+07   0.987191E+07   0.499494E+00
   0.107880E-02   0.188952E+08   0.188951E+08   0.865737E+06   0.861530E+06   0.000000E+00   0.188952E+08   0.188952E+08   0.188954E+08  -0.465472E+00   0.987009E+07   0.987009E+07   0.503716E+00
   0.108964E-02   0.188917E+08   0.188916E+08   0.846807E+06   0.842381E+06   0.000000E+00   0.188917E+08   0.188917E+08   0.188919E+08  -0.465385E+00   0.986825E+07   0.986824E+07   0.507970E+00
   0.110059E-02   0.188881E+08   0.188880E+08   0.826798E+06   0.822175E+06   0.000000E+00   0.188881E+08   0.188881E+08   0.188884E+08  -0.465297E+00   0.986638E+07   0.986638E+07   0.512257E+00
   0.111165E-02   0.188845E+08   0.188844E+08   0.805730E+06   0.800933E+06   0.000000E+00   0.188845E+08   0.188845E+08   0.188847E+08  -0.465208E+00   0.986448E+07   0.986448E+07   0.516578E+00
   0.112283E-02   0.188809E+08   0.188807E+08   0.783646E+06   0.778697E+06   0.000000E+00   0.188809E+08   0.188809E+08   0.188811E+08  -0.465117E+00   0.986256E+07   0.986255E+07   0.520931E+00
   0.113411E-02   0.188772E+08   0.188770E+08   0.760599E+06   0.755520E+06   0.000000E+00   0.188771E+08   0.188771E+08   0.188774E+08  -0.465025E+00   0.986060E+07   0.986060E+07   0.525318E+00
   0.114551E-02   0.188734E+08   0.188732E+08   0.736661E+06   0.731476E+06   0.000000E+00   0.188734E+08   0.188734E+08   0.188736E+08  -0.464931E+00   0.985862E+07   0.985862E+07   0.529739E+00
   0.115702E-02   0.188696E+08   0.188694E+08   0.711917E+06   0.706648E+06   0.000000E+00   0.188695E+08   0.188695E+08   0.188697E+08  -0.464836E+00   0.985662E+07   0.985661E+07   0.534193E+00
   0.116865E-02   0.188657E+08   0.188655E+08   0.686470E+06   0.681137E+06   0.000000E+00   0.188657E+08   0.188657E+08   0.188659E+08  -0.464740E+00   0.985458E+07   0.985458E+07   0.538682E+00
   0.118039E-02   0.188618E+08   0.188616E+08   0.660432E+06   0.655054E+06   0.000000E+00   0.188617E+08   0.188617E+08   0.188619E+08  -0.464643E+00   0.985251E+07   0.985251E+07   0.543206E+00
   0.119226E-02   0.188578E+08   0.188576E+08   0.633931E+06   0.628526E+06   0.000000E+00   0.188577E+08   0.188577E+08   0.188579E+08  -0.464544E+00   0.985042E+07   0.985042E+07   0.547764E+00
   0.120424E-02   0.188537E+08   0.188535E+08   0.607100E+06   0.601684E+06   0.000000E+00   0.188537E+08   0.188537E+08   0.188539E+08  -0.464443E+00   0.984829E+07   0.984829E+07   0.552358E+00
   0.121634E-02   0.188496E+08   0.188494E+08   0.580086E+06   0.574672E+06   0.000000E+00   0.188496E+08   0.188496E+08   0.188497E+08  -0.464342E+00   0.984614E+07   0.984614E+07   0.556986E+00
   0.122857E-02   0.188454E+08   0.188453E+08   0.553040E+06   0.547639E+06   0.000000E+00   0.188454E+08   0.188454E+08   0.188456E+08  -0.464238E+00   0.984395E+07   0.984395E+07   0.561650E+00
   0.124091E-02   0.188412E+08   0.188410E+08   0.526122E+06   0.520739E+06   0.000000E+00   0.188412E+08   0.188412E+08   0.188413E+08  -0.464134E+00   0.984174E+07   0.984174E+07   0.566350E+00
   0.125339E-02   0.188369E+08   0.188368E+08   0.499487E+06   0.494128E+06   0.000000E+00   0.188369E+08   0.188369E+08   0.188370E+08  -0.464028E+00   0.983949E+07   0.983949E+07   0.571086E+00
   0.126598E-02   0.188326E+08   0.188324E+08   0.473300E+06   0.467964E+06   0.000000E+00   0.188326E+08   0.188326E+08   0.188327E+08  -0.463920E+00   0.983721E+07   0.983721E+07   0.575858E+00
   0.127871E-02   0.188282E+08   0.188280E+08   0.447718E+06   0.442402E+06   0.000000E+00   0.188281E+08   0.188281E+08   0.188283E+08  -0.463811E+00   0.983490E+07   0.983490E+07   0.580666E+00
   0.129156E-02   0.188237E+08   0.188235E+08   0.422898E+06   0.417594E+06   0.000000E+00   0.188237E+08   0.188237E+08   0.188238E+08  -0.463700E+00   0.983256E+07   0.983256E+07   0.585511E+00
   0.130454E-02   0.188192E+08   0.188190E+08   0.398988E+06   0.393683E+06   0.000000E+00   0.188191E+08   0.188191E+08   0.188193E+08  -0.463588E+00   0.983018E+07   0.983018E+07   0.590394E+00
   0.131765E-02   0.188146E+08   0.188144E+08   0.376130E+06   0.370809E+06   0.000000E+00   0.188145E+08   0.188145E+08   0.188147E+08  -0.463474E+00   0.982777E+07   0.982777E+07   0.595313E+00
   0.133089E-02   0.188099E+08   0.188097E+08   0.354452E+06   0.349094E+06   0.000000E+00   0.188099E+08   0.188099E+08   0.188100E+08  -0.463359E+00   0.982533E+07   0.982533E+07   0.600268E+00
   0.134427E-02   0.188052E+08   0.188050E+08   0.334072E+06   0.328654E+06   0.000000E+00   0.188052E+08   0.188052E+08   0.188053E+08  -0.463242E+00   0.982285E+07   0.982285E+07   0.605262E+00
   0.135778E-02   0.188004E+08   0.188002E+08   0.315090E+06   0.309584E+06   0.000000E+00   0.188004E+08   0.188004E+08   0.188005E+08  -0.463123E+00   0.982034E+07   0.982034E+07   0.610296E+00
   0.137142E-02   0.187955E+08   0.187953E+08   0.297591E+06   0.291965E+06   0.000000E+00   0.187955E+08   0.187955E+08   0.187956E+08  -0.463003E+00   0.981779E+07   0.981779E+07   0.615367E+00
   0.138520E-02   0.187906E+08   0.187904E+08   0.281640E+06   0.275861E+06   0.000000E+00   0.187906E+08   0.187906E+08   0.187907E+08  -0.462881E+00   0.981521E+07   0.981521E+07   0.620477E+00
