#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.135427E-01   0.136086E+08   0.135927E+08  -0.189351E+04  -0.189430E+04   0.000000E+00   0.136061E+08   0.136061E+08   0.136061E+08  -0.335154E+00   0.710686E+07   0.710672E+07   0.339665E+01
   0.136788E-01   0.135563E+08   0.135401E+08  -0.184887E+04  -0.184965E+04   0.000000E+00   0.135538E+08   0.135538E+08   0.135538E+08  -0.333864E+00   0.707950E+07   0.707936E+07   0.341467E+01
   0.138163E-01   0.135036E+08   0.134871E+08  -0.180521E+04  -0.180597E+04   0.000000E+00   0.135010E+08   0.135010E+08   0.135010E+08  -0.332566E+00   0.705196E+07   0.705182E+07   0.343261E+01
   0.139551E-01   0.134505E+08   0.134338E+08  -0.176251E+04  -0.176325E+04   0.000000E+00   0.134480E+08   0.134480E+08   0.134480E+08  -0.331258E+00   0.702423E+07   0.702409E+07   0.345043E+01
   0.140954E-01   0.133971E+08   0.133801E+08  -0.172074E+04  -0.172146E+04   0.000000E+00   0.133945E+08   0.133945E+08   0.133945E+08  -0.329941E+00   0.699631E+07   0.699616E+07   0.346815E+01
   0.142371E-01   0.133434E+08   0.133261E+08  -0.167989E+04  -0.168060E+04   0.000000E+00   0.133407E+08   0.133407E+08   0.133407E+08  -0.328616E+00   0.696820E+07   0.696805E+07   0.348574E+01
   0.143801E-01   0.132892E+08   0.132717E+08  -0.163994E+04  -0.164063E+04   0.000000E+00   0.132865E+08   0.132865E+08   0.132865E+08  -0.327281E+00   0.693991E+07   0.693975E+07   0.350321E+01
   0.145247E-01   0.132347E+08   0.132169E+08  -0.160087E+04  -0.160154E+04   0.000000E+00   0.132320E+08   0.132320E+08   0.132320E+08  -0.325938E+00   0.691142E+07   0.691127E+07   0.352055E+01
   0.146706E-01   0.131799E+08   0.131618E+08  -0.156266E+04  -0.156332E+04   0.000000E+00   0.131771E+08   0.131771E+08   0.131771E+08  -0.324585E+00   0.688274E+07   0.688259E+07   0.353774E+01
   0.148181E-01   0.131247E+08   0.131063E+08  -0.152530E+04  -0.152594E+04   0.000000E+00   0.131218E+08   0.131218E+08   0.131218E+08  -0.323224E+00   0.685388E+07   0.685372E+07   0.355479E+01
   0.149670E-01   0.130691E+08   0.130504E+08  -0.148876E+04  -0.148938E+04   0.000000E+00   0.130662E+08   0.130662E+08   0.130662E+08  -0.321854E+00   0.682482E+07   0.682466E+07   0.357167E+01
   0.151174E-01   0.130131E+08   0.129941E+08  -0.145303E+04  -0.145363E+04   0.000000E+00   0.130102E+08   0.130102E+08   0.130102E+08  -0.320475E+00   0.679558E+07   0.679542E+07   0.358839E+01
   0.152694E-01   0.129568E+08   0.129375E+08  -0.141808E+04  -0.141868E+04   0.000000E+00   0.129538E+08   0.129538E+08   0.129538E+08  -0.319086E+00   0.676614E+07   0.676598E+07   0.360494E+01
   0.154228E-01   0.129002E+08   0.128806E+08  -0.138392E+04  -0.138450E+04   0.000000E+00   0.128971E+08   0.128971E+08   0.128971E+08  -0.317689E+00   0.673652E+07   0.673635E+07   0.362130E+01
   0.155778E-01   0.128431E+08   0.128232E+08  -0.135051E+04  -0.135108E+04   0.000000E+00   0.128400E+08   0.128400E+08   0.128400E+08  -0.316283E+00   0.670670E+07   0.670653E+07   0.363747E+01
   0.157344E-01   0.127857E+08   0.127655E+08  -0.131785E+04  -0.131840E+04   0.000000E+00   0.127826E+08   0.127826E+08   0.127826E+08  -0.314868E+00   0.667670E+07   0.667652E+07   0.365344E+01
   0.158925E-01   0.127280E+08   0.127074E+08  -0.128591E+04  -0.128645E+04   0.000000E+00   0.127248E+08   0.127248E+08   0.127248E+08  -0.313444E+00   0.664650E+07   0.664632E+07   0.366920E+01
   0.160522E-01   0.126698E+08   0.126490E+08  -0.125469E+04  -0.125521E+04   0.000000E+00   0.126666E+08   0.126666E+08   0.126666E+08  -0.312011E+00   0.661612E+07   0.661594E+07   0.368474E+01
   0.162136E-01   0.126113E+08   0.125902E+08  -0.122416E+04  -0.122467E+04   0.000000E+00   0.126081E+08   0.126081E+08   0.126081E+08  -0.310569E+00   0.658554E+07   0.658536E+07   0.370005E+01
   0.163765E-01   0.125525E+08   0.125310E+08  -0.119432E+04  -0.119482E+04   0.000000E+00   0.125492E+08   0.125492E+08   0.125492E+08  -0.309118E+00   0.655478E+07   0.655460E+07   0.371512E+01
   0.165411E-01   0.124933E+08   0.124715E+08  -0.116514E+04  -0.116563E+04   0.000000E+00   0.124899E+08   0.124899E+08   0.124899E+08  -0.307659E+00   0.652382E+07   0.652364E+07   0.372994E+01
   0.167073E-01   0.124337E+08   0.124116E+08  -0.113662E+04  -0.113709E+04   0.000000E+00   0.124303E+08   0.124303E+08   0.124303E+08  -0.306190E+00   0.649268E+07   0.649250E+07   0.374450E+01
   0.168753E-01   0.123738E+08   0.123513E+08  -0.110874E+04  -0.110920E+04   0.000000E+00   0.123703E+08   0.123703E+08   0.123703E+08  -0.304713E+00   0.646136E+07   0.646116E+07   0.375879E+01
   0.170448E-01   0.123135E+08   0.122907E+08  -0.108148E+04  -0.108193E+04   0.000000E+00   0.123100E+08   0.123100E+08   0.123100E+08  -0.303226E+00   0.642984E+07   0.642965E+07   0.377279E+01
   0.172162E-01   0.122529E+08   0.122297E+08  -0.105484E+04  -0.105528E+04   0.000000E+00   0.122493E+08   0.122493E+08   0.122493E+08  -0.301731E+00   0.639814E+07   0.639794E+07   0.378651E+01
   0.173892E-01   0.121919E+08   0.121684E+08  -0.102880E+04  -0.102923E+04   0.000000E+00   0.121882E+08   0.121882E+08   0.121882E+08  -0.300227E+00   0.636625E+07   0.636605E+07   0.379992E+01
   0.175639E-01   0.121305E+08   0.121067E+08  -0.100335E+04  -0.100377E+04   0.000000E+00   0.121268E+08   0.121268E+08   0.121268E+08  -0.298715E+00   0.633417E+07   0.633397E+07   0.381302E+01
   0.177405E-01   0.120688E+08   0.120446E+08  -0.978472E+03  -0.978882E+03   0.000000E+00   0.120651E+08   0.120651E+08   0.120651E+08  -0.297193E+00   0.630191E+07   0.630171E+07   0.382578E+01
   0.179188E-01   0.120067E+08   0.119822E+08  -0.954161E+03  -0.954561E+03   0.000000E+00   0.120029E+08   0.120029E+08   0.120029E+08  -0.295663E+00   0.626947E+07   0.626926E+07   0.383821E+01
   0.180988E-01   0.119443E+08   0.119195E+08  -0.930400E+03  -0.930790E+03   0.000000E+00   0.119405E+08   0.119405E+08   0.119405E+08  -0.294125E+00   0.623684E+07   0.623663E+07   0.385029E+01
   0.182807E-01   0.118816E+08   0.118563E+08  -0.907181E+03  -0.907561E+03   0.000000E+00   0.118777E+08   0.118777E+08   0.118777E+08  -0.292577E+00   0.620404E+07   0.620382E+07   0.386201E+01
   0.184645E-01   0.118185E+08   0.117929E+08  -0.884489E+03  -0.884860E+03   0.000000E+00   0.118145E+08   0.118145E+08   0.118145E+08  -0.291022E+00   0.617105E+07   0.617083E+07   0.387335E+01
   0.186500E-01   0.117550E+08   0.117291E+08  -0.862317E+03  -0.862678E+03   0.000000E+00   0.117510E+08   0.117510E+08   0.117510E+08  -0.289457E+00   0.613788E+07   0.613766E+07   0.388431E+01
   0.188375E-01   0.116912E+08   0.116649E+08  -0.840650E+03  -0.841002E+03   0.000000E+00   0.116872E+08   0.116872E+08   0.116872E+08  -0.287885E+00   0.610453E+07   0.610431E+07   0.389486E+01
   0.190268E-01   0.116271E+08   0.116004E+08  -0.819480E+03  -0.819823E+03   0.000000E+00   0.116230E+08   0.116230E+08   0.116230E+08  -0.286304E+00   0.607101E+07   0.607078E+07   0.390500E+01
   0.192180E-01   0.115626E+08   0.115356E+08  -0.798794E+03  -0.799129E+03   0.000000E+00   0.115585E+08   0.115585E+08   0.115585E+08  -0.284715E+00   0.603731E+07   0.603708E+07   0.391472E+01
   0.194112E-01   0.114978E+08   0.114705E+08  -0.778585E+03  -0.778911E+03   0.000000E+00   0.114936E+08   0.114936E+08   0.114936E+08  -0.283117E+00   0.600344E+07   0.600321E+07   0.392399E+01
   0.196062E-01   0.114327E+08   0.114050E+08  -0.758840E+03  -0.759158E+03   0.000000E+00   0.114284E+08   0.114284E+08   0.114284E+08  -0.281512E+00   0.596939E+07   0.596916E+07   0.393281E+01
   0.198033E-01   0.113673E+08   0.113392E+08  -0.739552E+03  -0.739862E+03   0.000000E+00   0.113629E+08   0.113629E+08   0.113629E+08  -0.279898E+00   0.593517E+07   0.593494E+07   0.394116E+01
   0.200023E-01   0.113015E+08   0.112730E+08  -0.720708E+03  -0.721010E+03   0.000000E+00   0.112971E+08   0.112971E+08   0.112971E+08  -0.278276E+00   0.590079E+07   0.590055E+07   0.394903E+01
   0.202033E-01   0.112354E+08   0.112065E+08  -0.702302E+03  -0.702596E+03   0.000000E+00   0.112309E+08   0.112309E+08   0.112309E+08  -0.276647E+00   0.586624E+07   0.586600E+07   0.395641E+01
   0.204064E-01   0.111690E+08   0.111398E+08  -0.684322E+03  -0.684608E+03   0.000000E+00   0.111645E+08   0.111645E+08   0.111645E+08  -0.275010E+00   0.583152E+07   0.583128E+07   0.396328E+01
   0.206115E-01   0.111023E+08   0.110727E+08  -0.666760E+03  -0.667040E+03   0.000000E+00   0.110977E+08   0.110977E+08   0.110977E+08  -0.273365E+00   0.579664E+07   0.579640E+07   0.396962E+01
   0.208186E-01   0.110353E+08   0.110053E+08  -0.649607E+03  -0.649880E+03   0.000000E+00   0.110306E+08   0.110306E+08   0.110306E+08  -0.271712E+00   0.576161E+07   0.576136E+07   0.397543E+01
   0.210278E-01   0.109679E+08   0.109376E+08  -0.632856E+03  -0.633121E+03   0.000000E+00   0.109632E+08   0.109632E+08   0.109632E+08  -0.270053E+00   0.572641E+07   0.572616E+07   0.398068E+01
   0.212392E-01   0.109003E+08   0.108696E+08  -0.616495E+03  -0.616753E+03   0.000000E+00   0.108956E+08   0.108956E+08   0.108956E+08  -0.268386E+00   0.569106E+07   0.569081E+07   0.398537E+01
   0.214526E-01   0.108324E+08   0.108013E+08  -0.600519E+03  -0.600771E+03   0.000000E+00   0.108276E+08   0.108276E+08   0.108276E+08  -0.266711E+00   0.565556E+07   0.565530E+07   0.398947E+01
   0.216682E-01   0.107642E+08   0.107327E+08  -0.584917E+03  -0.585162E+03   0.000000E+00   0.107593E+08   0.107593E+08   0.107593E+08  -0.265030E+00   0.561991E+07   0.561965E+07   0.399298E+01
   0.218860E-01   0.106957E+08   0.106639E+08  -0.569684E+03  -0.569923E+03   0.000000E+00   0.106908E+08   0.106908E+08   0.106908E+08  -0.263342E+00   0.558411E+07   0.558385E+07   0.399588E+01
   0.221060E-01   0.106270E+08   0.105947E+08  -0.554810E+03  -0.555042E+03   0.000000E+00   0.106220E+08   0.106220E+08   0.106220E+08  -0.261647E+00   0.554817E+07   0.554790E+07   0.399814E+01
   0.223281E-01   0.105580E+08   0.105253E+08  -0.540288E+03  -0.540515E+03   0.000000E+00   0.105529E+08   0.105529E+08   0.105529E+08  -0.259945E+00   0.551209E+07   0.551182E+07   0.399977E+01
   0.225525E-01   0.104887E+08   0.104557E+08  -0.526110E+03  -0.526331E+03   0.000000E+00   0.104836E+08   0.104836E+08   0.104836E+08  -0.258237E+00   0.547587E+07   0.547560E+07   0.400074E+01
   0.227792E-01   0.104191E+08   0.103858E+08  -0.512270E+03  -0.512484E+03   0.000000E+00   0.104140E+08   0.104140E+08   0.104140E+08  -0.256523E+00   0.543952E+07   0.543925E+07   0.400104E+01
   0.230081E-01   0.103494E+08   0.103156E+08  -0.498760E+03  -0.498968E+03   0.000000E+00   0.103441E+08   0.103441E+08   0.103441E+08  -0.254803E+00   0.540304E+07   0.540277E+07   0.400065E+01
   0.232394E-01   0.102793E+08   0.102452E+08  -0.485572E+03  -0.485775E+03   0.000000E+00   0.102741E+08   0.102741E+08   0.102741E+08  -0.253076E+00   0.536644E+07   0.536616E+07   0.399955E+01
   0.234729E-01   0.102091E+08   0.101746E+08  -0.472700E+03  -0.472898E+03   0.000000E+00   0.102038E+08   0.102038E+08   0.102038E+08  -0.251345E+00   0.532972E+07   0.532944E+07   0.399774E+01
   0.237088E-01   0.101386E+08   0.101038E+08  -0.460138E+03  -0.460331E+03   0.000000E+00   0.101332E+08   0.101332E+08   0.101332E+08  -0.249607E+00   0.529288E+07   0.529259E+07   0.399519E+01
   0.239471E-01   0.100679E+08   0.100327E+08  -0.447878E+03  -0.448066E+03   0.000000E+00   0.100625E+08   0.100625E+08   0.100625E+08  -0.247865E+00   0.525592E+07   0.525564E+07   0.399190E+01
   0.241878E-01   0.999702E+07   0.996145E+07  -0.435914E+03  -0.436097E+03   0.000000E+00   0.999152E+07   0.999152E+07   0.999152E+07  -0.246117E+00   0.521886E+07   0.521857E+07   0.398784E+01
   0.244309E-01   0.992593E+07   0.988999E+07  -0.424241E+03  -0.424419E+03   0.000000E+00   0.992037E+07   0.992037E+07   0.992037E+07  -0.244364E+00   0.518170E+07   0.518141E+07   0.398301E+01
   0.246764E-01   0.985465E+07   0.981835E+07  -0.412850E+03  -0.413023E+03   0.000000E+00   0.984903E+07   0.984903E+07   0.984903E+07  -0.242607E+00   0.514444E+07   0.514415E+07   0.397738E+01
   0.249244E-01   0.978319E+07   0.974654E+07  -0.401738E+03  -0.401906E+03   0.000000E+00   0.977752E+07   0.977752E+07   0.977752E+07  -0.240845E+00   0.510709E+07   0.510679E+07   0.397094E+01
   0.251749E-01   0.971156E+07   0.967456E+07  -0.390896E+03  -0.391060E+03   0.000000E+00   0.970583E+07   0.970583E+07   0.970583E+07  -0.239080E+00   0.506965E+07   0.506935E+07   0.396369E+01
   0.254279E-01   0.963978E+07   0.960244E+07  -0.380321E+03  -0.380480E+03   0.000000E+00   0.963400E+07   0.963400E+07   0.963400E+07  -0.237310E+00   0.503212E+07   0.503182E+07   0.395559E+01
   0.256835E-01   0.956785E+07   0.953016E+07  -0.370004E+03  -0.370159E+03   0.000000E+00   0.956201E+07   0.956201E+07   0.956201E+07  -0.235537E+00   0.499452E+07   0.499422E+07   0.394664E+01
   0.259416E-01   0.949578E+07   0.945776E+07  -0.359943E+03  -0.360094E+03   0.000000E+00   0.948990E+07   0.948990E+07   0.948990E+07  -0.233761E+00   0.495686E+07   0.495655E+07   0.393683E+01
   0.262023E-01   0.942359E+07   0.938524E+07  -0.350130E+03  -0.350277E+03   0.000000E+00   0.941765E+07   0.941765E+07   0.941765E+07  -0.231981E+00   0.491912E+07   0.491882E+07   0.392615E+01
   0.264657E-01   0.935129E+07   0.931262E+07  -0.340561E+03  -0.340704E+03   0.000000E+00   0.934531E+07   0.934531E+07   0.934530E+07  -0.230199E+00   0.488134E+07   0.488102E+07   0.391457E+01
   0.267316E-01   0.927889E+07   0.923989E+07  -0.331230E+03  -0.331369E+03   0.000000E+00   0.927286E+07   0.927286E+07   0.927286E+07  -0.228414E+00   0.484349E+07   0.484318E+07   0.390208E+01
   0.270003E-01   0.920641E+07   0.916710E+07  -0.322132E+03  -0.322267E+03   0.000000E+00   0.920032E+07   0.920032E+07   0.920032E+07  -0.226628E+00   0.480561E+07   0.480529E+07   0.388868E+01
   0.272717E-01   0.913385E+07   0.909423E+07  -0.313262E+03  -0.313393E+03   0.000000E+00   0.912772E+07   0.912772E+07   0.912772E+07  -0.224839E+00   0.476768E+07   0.476737E+07   0.387435E+01
   0.275457E-01   0.906124E+07   0.902132E+07  -0.304615E+03  -0.304743E+03   0.000000E+00   0.905506E+07   0.905506E+07   0.905506E+07  -0.223049E+00   0.472973E+07   0.472941E+07   0.385908E+01
   0.278226E-01   0.898858E+07   0.894836E+07  -0.296186E+03  -0.296310E+03   0.000000E+00   0.898235E+07   0.898235E+07   0.898235E+07  -0.221258E+00   0.469176E+07   0.469143E+07   0.384285E+01
   0.281022E-01   0.891588E+07   0.887538E+07  -0.287971E+03  -0.288092E+03   0.000000E+00   0.890961E+07   0.890961E+07   0.890961E+07  -0.219467E+00   0.465376E+07   0.465344E+07   0.382566E+01
   0.283846E-01   0.884317E+07   0.880240E+07  -0.279964E+03  -0.280081E+03   0.000000E+00   0.883686E+07   0.883686E+07   0.883686E+07  -0.217675E+00   0.461576E+07   0.461544E+07   0.380750E+01
   0.286699E-01   0.877047E+07   0.872942E+07  -0.272162E+03  -0.272276E+03   0.000000E+00   0.876411E+07   0.876411E+07   0.876411E+07  -0.215883E+00   0.457776E+07   0.457744E+07   0.378836E+01
   0.289580E-01   0.869777E+07   0.865646E+07  -0.264559E+03  -0.264670E+03   0.000000E+00   0.869138E+07   0.869138E+07   0.869138E+07  -0.214091E+00   0.453977E+07   0.453945E+07   0.376822E+01
   0.292491E-01   0.862511E+07   0.858355E+07  -0.257151E+03  -0.257259E+03   0.000000E+00   0.861867E+07   0.861867E+07   0.861867E+07  -0.212300E+00   0.450180E+07   0.450147E+07   0.374708E+01
   0.295430E-01   0.855249E+07   0.851069E+07  -0.249935E+03  -0.250040E+03   0.000000E+00   0.854602E+07   0.854602E+07   0.854602E+07  -0.210510E+00   0.446385E+07   0.446352E+07   0.372494E+01
   0.298400E-01   0.847994E+07   0.843791E+07  -0.242905E+03  -0.243007E+03   0.000000E+00   0.847343E+07   0.847343E+07   0.847343E+07  -0.208722E+00   0.442594E+07   0.442560E+07   0.370178E+01
   0.301398E-01   0.840747E+07   0.836522E+07  -0.236058E+03  -0.236157E+03   0.000000E+00   0.840092E+07   0.840092E+07   0.840092E+07  -0.206936E+00   0.438806E+07   0.438773E+07   0.367759E+01
   0.304428E-01   0.833509E+07   0.829264E+07  -0.229390E+03  -0.229486E+03   0.000000E+00   0.832852E+07   0.832852E+07   0.832852E+07  -0.205153E+00   0.435024E+07   0.434991E+07   0.365238E+01
   0.307487E-01   0.826283E+07   0.822018E+07  -0.222897E+03  -0.222990E+03   0.000000E+00   0.825623E+07   0.825623E+07   0.825623E+07  -0.203372E+00   0.431249E+07   0.431215E+07   0.362614E+01
   0.310577E-01   0.819071E+07   0.814787E+07  -0.216574E+03  -0.216664E+03   0.000000E+00   0.818407E+07   0.818407E+07   0.818407E+07  -0.201595E+00   0.427480E+07   0.427446E+07   0.359887E+01
   0.313699E-01   0.811873E+07   0.807573E+07  -0.210418E+03  -0.210506E+03   0.000000E+00   0.811207E+07   0.811207E+07   0.811207E+07  -0.199821E+00   0.423719E+07   0.423686E+07   0.357055E+01
   0.316851E-01   0.804694E+07   0.800377E+07  -0.204426E+03  -0.204511E+03   0.000000E+00   0.804025E+07   0.804025E+07   0.804025E+07  -0.198052E+00   0.419968E+07   0.419934E+07   0.354120E+01
   0.320036E-01   0.797532E+07   0.793201E+07  -0.198593E+03  -0.198676E+03   0.000000E+00   0.796862E+07   0.796862E+07   0.796862E+07  -0.196288E+00   0.416226E+07   0.416192E+07   0.351080E+01
   0.323252E-01   0.790392E+07   0.786048E+07  -0.192916E+03  -0.192996E+03   0.000000E+00   0.789719E+07   0.789719E+07   0.789719E+07  -0.194528E+00   0.412495E+07   0.412462E+07   0.347937E+01
   0.326501E-01   0.783275E+07   0.778919E+07  -0.187391E+03  -0.187470E+03   0.000000E+00   0.782600E+07   0.782600E+07   0.782600E+07  -0.192775E+00   0.408777E+07   0.408743E+07   0.344690E+01
   0.329782E-01   0.776183E+07   0.771817E+07  -0.182016E+03  -0.182092E+03   0.000000E+00   0.775507E+07   0.775507E+07   0.775507E+07  -0.191027E+00   0.405072E+07   0.405038E+07   0.341340E+01
   0.333097E-01   0.769117E+07   0.764742E+07  -0.176786E+03  -0.176860E+03   0.000000E+00   0.768440E+07   0.768440E+07   0.768440E+07  -0.189286E+00   0.401380E+07   0.401347E+07   0.337886E+01
   0.336444E-01   0.762080E+07   0.757698E+07  -0.171699E+03  -0.171771E+03   0.000000E+00   0.761402E+07   0.761402E+07   0.761402E+07  -0.187553E+00   0.397704E+07   0.397671E+07   0.334329E+01
   0.339826E-01   0.755074E+07   0.750687E+07  -0.166750E+03  -0.166820E+03   0.000000E+00   0.754395E+07   0.754395E+07   0.754395E+07  -0.185827E+00   0.394045E+07   0.394011E+07   0.330671E+01
   0.343241E-01   0.748102E+07   0.743711E+07  -0.161938E+03  -0.162006E+03   0.000000E+00   0.747422E+07   0.747422E+07   0.747422E+07  -0.184109E+00   0.390402E+07   0.390369E+07   0.326912E+01
   0.346691E-01   0.741164E+07   0.736770E+07  -0.157258E+03  -0.157324E+03   0.000000E+00   0.740484E+07   0.740484E+07   0.740484E+07  -0.182400E+00   0.386778E+07   0.386745E+07   0.323053E+01
   0.350175E-01   0.734263E+07   0.729869E+07  -0.152707E+03  -0.152771E+03   0.000000E+00   0.733583E+07   0.733583E+07   0.733583E+07  -0.180700E+00   0.383174E+07   0.383140E+07   0.319094E+01
   0.353694E-01   0.727401E+07   0.723008E+07  -0.148284E+03  -0.148346E+03   0.000000E+00   0.726721E+07   0.726721E+07   0.726721E+07  -0.179010E+00   0.379590E+07   0.379556E+07   0.315038E+01
   0.357249E-01   0.720581E+07   0.716191E+07  -0.143984E+03  -0.144044E+03   0.000000E+00   0.719901E+07   0.719901E+07   0.719901E+07  -0.177330E+00   0.376028E+07   0.375994E+07   0.310886E+01
   0.360839E-01   0.713803E+07   0.709419E+07  -0.139804E+03  -0.139863E+03   0.000000E+00   0.713124E+07   0.713124E+07   0.713124E+07  -0.175661E+00   0.372488E+07   0.372455E+07   0.306639E+01
   0.364466E-01   0.707071E+07   0.702693E+07  -0.135742E+03  -0.135799E+03   0.000000E+00   0.706393E+07   0.706393E+07   0.706393E+07  -0.174003E+00   0.368972E+07   0.368939E+07   0.302299E+01
   0.368129E-01   0.700386E+07   0.696016E+07  -0.131795E+03  -0.131851E+03   0.000000E+00   0.699709E+07   0.699709E+07   0.699709E+07  -0.172356E+00   0.365481E+07   0.365448E+07   0.297867E+01
   0.371828E-01   0.693710E+07   0.689351E+07  -0.127954E+03  -0.128007E+03   0.000000E+00   0.693035E+07   0.693035E+07   0.693035E+07  -0.170712E+00   0.361994E+07   0.361962E+07   0.293352E+01
   0.375565E-01   0.687079E+07   0.682733E+07  -0.124220E+03  -0.124272E+03   0.000000E+00   0.686406E+07   0.686406E+07   0.686406E+07  -0.169079E+00   0.358532E+07   0.358499E+07   0.288750E+01
   0.379340E-01   0.680499E+07   0.676167E+07  -0.120594E+03  -0.120644E+03   0.000000E+00   0.679828E+07   0.679828E+07   0.679828E+07  -0.167459E+00   0.355096E+07   0.355064E+07   0.284063E+01
   0.383153E-01   0.673972E+07   0.669657E+07  -0.117072E+03  -0.117121E+03   0.000000E+00   0.673304E+07   0.673304E+07   0.673304E+07  -0.165852E+00   0.351689E+07   0.351656E+07   0.279295E+01
   0.387003E-01   0.667502E+07   0.663205E+07  -0.113651E+03  -0.113699E+03   0.000000E+00   0.666836E+07   0.666836E+07   0.666836E+07  -0.164259E+00   0.348310E+07   0.348278E+07   0.274449E+01
   0.390893E-01   0.661090E+07   0.656814E+07  -0.110330E+03  -0.110376E+03   0.000000E+00   0.660428E+07   0.660428E+07   0.660428E+07  -0.162680E+00   0.344963E+07   0.344931E+07   0.269527E+01
   0.394821E-01   0.654738E+07   0.650485E+07  -0.107106E+03  -0.107151E+03   0.000000E+00   0.654080E+07   0.654080E+07   0.654080E+07  -0.161117E+00   0.341647E+07   0.341616E+07   0.264531E+01
   0.398789E-01   0.648449E+07   0.644221E+07  -0.103976E+03  -0.104020E+03   0.000000E+00   0.647794E+07   0.647794E+07   0.647794E+07  -0.159568E+00   0.338364E+07   0.338333E+07   0.259467E+01
   0.402797E-01   0.642225E+07   0.638024E+07  -0.100939E+03  -0.100981E+03   0.000000E+00   0.641575E+07   0.641575E+07   0.641575E+07  -0.158036E+00   0.335115E+07   0.335084E+07   0.254336E+01
   0.406845E-01   0.636069E+07   0.631896E+07  -0.979914E+02  -0.980325E+02   0.000000E+00   0.635423E+07   0.635423E+07   0.635423E+07  -0.156521E+00   0.331902E+07   0.331871E+07   0.249144E+01
   0.410934E-01   0.629981E+07   0.625839E+07  -0.951314E+02  -0.951713E+02   0.000000E+00   0.629339E+07   0.629339E+07   0.629339E+07  -0.155022E+00   0.328724E+07   0.328694E+07   0.243893E+01
   0.415064E-01   0.623963E+07   0.619855E+07  -0.923568E+02  -0.923955E+02   0.000000E+00   0.623327E+07   0.623327E+07   0.623327E+07  -0.153542E+00   0.325584E+07   0.325554E+07   0.238588E+01
   0.419236E-01   0.618018E+07   0.613945E+07  -0.896653E+02  -0.897029E+02   0.000000E+00   0.617388E+07   0.617388E+07   0.617388E+07  -0.152078E+00   0.322481E+07   0.322452E+07   0.233233E+01
   0.423449E-01   0.612147E+07   0.608112E+07  -0.870550E+02  -0.870915E+02   0.000000E+00   0.611523E+07   0.611523E+07   0.611523E+07  -0.150634E+00   0.319418E+07   0.319389E+07   0.227834E+01
   0.427705E-01   0.606351E+07   0.602355E+07  -0.845231E+02  -0.845586E+02   0.000000E+00   0.605732E+07   0.605732E+07   0.605732E+07  -0.149207E+00   0.316394E+07   0.316365E+07   0.222393E+01
   0.432003E-01   0.600631E+07   0.596676E+07  -0.820679E+02  -0.821023E+02   0.000000E+00   0.600019E+07   0.600019E+07   0.600019E+07  -0.147800E+00   0.313409E+07   0.313381E+07   0.216917E+01
   0.436345E-01   0.594988E+07   0.591077E+07  -0.796871E+02  -0.797205E+02   0.000000E+00   0.594383E+07   0.594383E+07   0.594383E+07  -0.146412E+00   0.310465E+07   0.310437E+07   0.211410E+01
   0.440730E-01   0.589424E+07   0.585557E+07  -0.773789E+02  -0.774113E+02   0.000000E+00   0.588825E+07   0.588825E+07   0.588825E+07  -0.145043E+00   0.307562E+07   0.307535E+07   0.205879E+01
   0.445160E-01   0.583937E+07   0.580118E+07  -0.751407E+02  -0.751722E+02   0.000000E+00   0.583345E+07   0.583345E+07   0.583345E+07  -0.143693E+00   0.304700E+07   0.304673E+07   0.200327E+01
   0.449634E-01   0.578528E+07   0.574758E+07  -0.729708E+02  -0.730014E+02   0.000000E+00   0.577945E+07   0.577945E+07   0.577945E+07  -0.142363E+00   0.301879E+07   0.301853E+07   0.194761E+01
   0.454153E-01   0.573199E+07   0.569480E+07  -0.708672E+02  -0.708969E+02   0.000000E+00   0.572623E+07   0.572623E+07   0.572623E+07  -0.141052E+00   0.299099E+07   0.299073E+07   0.189187E+01
   0.458717E-01   0.567948E+07   0.564282E+07  -0.688280E+02  -0.688568E+02   0.000000E+00   0.567380E+07   0.567380E+07   0.567380E+07  -0.139760E+00   0.296361E+07   0.296336E+07   0.183611E+01
   0.463327E-01   0.562775E+07   0.559163E+07  -0.668509E+02  -0.668789E+02   0.000000E+00   0.562216E+07   0.562216E+07   0.562216E+07  -0.138488E+00   0.293663E+07   0.293638E+07   0.178039E+01
   0.467984E-01   0.557679E+07   0.554124E+07  -0.649341E+02  -0.649613E+02   0.000000E+00   0.557129E+07   0.557129E+07   0.557129E+07  -0.137235E+00   0.291006E+07   0.290982E+07   0.172476E+01
   0.472687E-01   0.552661E+07   0.549163E+07  -0.630759E+02  -0.631023E+02   0.000000E+00   0.552119E+07   0.552119E+07   0.552119E+07  -0.136001E+00   0.288389E+07   0.288366E+07   0.166930E+01
   0.477437E-01   0.547718E+07   0.544280E+07  -0.612745E+02  -0.613001E+02   0.000000E+00   0.547186E+07   0.547186E+07   0.547186E+07  -0.134786E+00   0.285813E+07   0.285789E+07   0.161407E+01
   0.482236E-01   0.542850E+07   0.539473E+07  -0.595277E+02  -0.595527E+02   0.000000E+00   0.542328E+07   0.542328E+07   0.542328E+07  -0.133589E+00   0.283275E+07   0.283252E+07   0.155913E+01
   0.487082E-01   0.538056E+07   0.534740E+07  -0.578341E+02  -0.578583E+02   0.000000E+00   0.537543E+07   0.537543E+07   0.537543E+07  -0.132411E+00   0.280775E+07   0.280753E+07   0.150456E+01
